Type	Ref	Author	Year	Title	Image	ext	species	Notes
science	Crane1941	Crane	1941	Uca oerstedi	Crane_Uca_oerstedi2	png	oerstedi	This drawing from Crane (1941). It is the spoon-tipped setae of the second maxiliped of {{oerstedi}}.
science	Crane1941	Crane	1941	Uca oerstedi	Crane_Uca_oerstedi3	png	oerstedi	This drawing from Crane (1941). It is the minor cheliped of {{oerstedi}}.
science	Crane1941	Crane	1941	Uca latimanus	Crane_Uca_latimanus	png	latimanus	This drawing from Crane (1941). It is the merus of the second maxiliped of {{latimanus}}.
science	Crane1941	Crane	1941	Uca latimanus	Crane_Uca_latimanus2	png	latimanus	This drawing from Crane (1941). It is the spoon-tipped setae of the second maxiliped of {{latimanus}}.
science	Crane1941	Crane	1941	Uca latimanus	Crane_Uca_latimanus3	png	latimanus	This drawing from Crane (1941). It is the minor cheliped of {{latimanus}}.
science	Crane1941	Crane	1941	Uca mordax	Crane_Uca_mordax	png	ecuadoriensis	This drawing from Crane (1941). She labels it the merus of the second maxiliped of <em class="species">Uca mordax</em>, but the species is actually {{ecuadoriensis}}.
science	Crane1941	Crane	1941	Uca mordax	Crane_Uca_mordax2	png	ecuadoriensis	This drawing from Crane (1941). She labels it the spoon-tipped setae of the second maxiliped of <em class="species">Uca mordax</em>, but the species is actually {{ecuadoriensis}}.
science	Crane1941	Crane	1941	Uca mordax	Crane_Uca_mordax3	png	ecuadoriensis	This drawing from Crane (1941). She labels it the minor cheliped of <em class="species">Uca mordax</em>, but the species is actually {{ecuadoriensis}}.
science	Crane1941	Crane	1941	Uca inaequalis	Crane_Uca_inaequalis	png	inaequalis	This drawing from Crane (1941). It is the minor cheliped of {{inaequalis}}.
science	Crane1941	Crane	1941	Uca brevifrons	Crane_Uca_brevifrons	png	brevifrons	This drawing from Crane (1941). It is the minor cheliped of {{brevifrons}}.
science	Crane1941	Crane	1941	Uca macrodactyla	Crane_Uca_macrodactyla	png	herradurensis	This drawing from Crane (1941). She labels it the minor cheliped of <em class="species">Uca macrodactyla</em>, but the species is actually {{herradurensis}}.
science	Crane1941	Crane	1941	Uca argillicola	Crane_Uca_argillicola	png	argillicola	This drawing from Crane (1941). It is the minor cheliped of {{argillicola}}.
science	Crane1941	Crane	1941	Uca heteropleura	Crane_Uca_heteropleura	png	heteropleura	This drawing from Crane (1941). It is the minor cheliped of {{heteropleura}}.
science	Crane1941	Crane	1941	Uca pygmaea	Crane_Uca_pygmaea	png	pygmaea	This drawing from Crane (1941). It is the minor cheliped of {{pygmaea}}.
science	Crane1941	Crane	1941	Uca zacae	Crane_Uca_zacae	png	zacae	This drawing from Crane (1941). It is the minor cheliped of {{zacae}}.
science	Crane1941	Crane	1941	Uca galapagensis	Crane_Uca_galapagensis	png	galapagensis	This drawing from Crane (1941). It is the minor cheliped of {{galapagensis}}.
science	Crane1941	Crane	1941	Uca saltitanta	Crane_Uca_saltitanta	png	saltitanta	This drawing from Crane (1941). It is the minor cheliped of {{saltitanta}}.
science	Crane1941	Crane	1941	Uca stenodactyla	Crane_Uca_stenodactyla	png	stenodactylus	This drawing from Crane (1941). It is the minor cheliped of {{stenodactylus}}.
science	Crane1941	Crane	1941	Uca helleri	Crane_Uca_helleri	png	helleri	This drawing from Crane (1941). It is the minor cheliped of {{helleri}}.
science	Crane1941	Crane	1941	Uca beebei	Crane_Uca_beebei	png	beebei	This drawing from Crane (1941). It is the minor cheliped of {{beebei}}.
science	Crane1941	Crane	1941	Uca tenuipedis	Crane_Uca_tenuipedis	png	tenuipedis	This drawing from Crane (1941). It is the minor cheliped of {{tenuipedis}}.
science	Crane1941	Crane	1941	Uca crenulata	Crane_Uca_crenulata	png	crenulata	This drawing from Crane (1941). It is the minor cheliped of {{crenulata}}.
science	Crane1941	Crane	1941	Uca deichmanni	Crane_Uca_deichmanni	png	deichmanni	This drawing from Crane (1941). It is the minor cheliped of {{deichmanni}}.
science	Crane1941	Crane	1941	Uca limicola	Crane_Uca_limicola	png	limicola	This drawing from Crane (1941). It is the minor cheliped of {{limicola}}.
science	Crane1941	Crane	1941	Uca panamensis	Crane_Uca_panamensis	png	panamensis	This drawing from Crane (1941). It is the minor cheliped of {{panamensis}}.
science	Crane1941	Crane	1941	Uca terpsichores	Crane_Uca_terpsichores	png	terpsichores	This drawing from Crane (1941). It is the minor cheliped of {{terpsichores}}.
science	Crane1943.2	Crane	1943	Uca pugnax rapax	Crane_Uca_pugnax_rapax	png	rapax	This drawing is from Crane (1943). She labels it as the right abdominal appendage (gonopod) of a male <em class="species">Uca pugnax rapax.</em>
science	Crane1943.2	Crane	1943	Uca murifecenta	Crane_Uca_murifecenta	png	vocator	This drawing is from Crane (1943). She labels it as the right abdominal appendage (gonopod) of a male <em class="species">Uca murifecenta.</em>
science	Crane1943.2	Crane	1943	Uca cumulanta	Crane_Uca_cumulanta	png	cumulanta	This drawing is from Crane (1943). She labels it as the right abdominal appendage (gonopod) of a male <em class="species">Uca cumulanta.</em>
science	Crane1943.2	Crane	1943	Uca maracoani	Crane_Uca_maracoani	png	maracoani	This drawing is from Crane (1943). She labels it as the right abdominal appendage (gonopod) of a male <em class="species">Uca maracoani</em>.
science	Barnard1950	Barnard	1950	Uca marionis	Barnard_Uca_marionis	png	hesperiae	This drawing from Barnard (1950). He labels it as a major cheliped of <em class="species">Uca marionis</em>.
science	Barnard1950	Barnard	1950	Uca marionis	Barnard_Uca_marionis2	png	hesperiae	This drawing from Barnard (1950). He labels it as the front of the carapace of <em class="species">Uca marionis</em>.
science	Barnard1950	Barnard	1950	Uca marionis	Barnard_Uca_marionis3	png	hesperiae	This drawing from Barnard (1950). He labels it as the left male pleopod of <em class="species">Uca marionis</em>.
science	Barnard1950	Barnard	1950	Uca urvillei	Barnard_Uca_urvillei	png	urvillei	This drawing from Barnard (1950). He labels it as a major cheliped of <em class="species">urvillei</em>.
science	Barnard1950	Barnard	1950	Uca urvillei	Barnard_Uca_urvillei2	png	urvillei	This drawing from Barnard (1950). He labels it as the front of the carapace of <em class="species">Uca urvillei</em>.
science	Barnard1950	Barnard	1950	Uca urvillei	Barnard_Uca_urvillei3	png	urvillei	This drawing from Barnard (1950). He labels it as the left male pleopod of <em class="species">Uca urvillei</em>.
science	Barnard1950	Barnard	1950	Uca annulipes	Barnard_Uca_annulipes	png	occidentalis	This drawing from Barnard (1950). He labels it as a major cheliped of <em class="species">Uca annulipes</em>.
science	Barnard1950	Barnard	1950	Uca annulipes	Barnard_Uca_annulipes2	png	occidentalis	This drawing from Barnard (1950). He labels it as the front of the carapace of <em class="species">Uca annulipes</em>.
science	Barnard1950	Barnard	1950	Uca annulipes	Barnard_Uca_annulipes3	png	occidentalis	This drawing from Barnard (1950). He labels it as the left male pleopod of <em class="species">Uca annulipes</em>.
science	Barnard1950	Barnard	1950	Uca chlorophthalmus	Barnard_Uca_chlorophthalmus	png	chlorophthalmus	This drawing from Barnard (1950). He labels it as a major cheliped of <em class="species">Uca chlorophthalmus</em>.
science	Barnard1950	Barnard	1950	Uca chlorophthalmus	Barnard_Uca_chlorophthalmus2	png	chlorophthalmus	This drawing from Barnard (1950). He labels it as the front of the carapace of <em class="species">Uca chlorophthalmus</em>.
science	Barnard1950	Barnard	1950	Uca chlorophthalmus	Barnard_Uca_chlorophthalmus3	png	chlorophthalmus	This drawing from Barnard (1950). He labels it as the left male pleopod of <em class="species">Uca chlorophthalmus</em>.
science	Barnard1950	Barnard	1950	Uca inversa	Barnard_Uca_inversa	png	inversa	This drawing from Barnard (1950). He labels it as a major cheliped of <em class="species">Uca inversa</em>.
science	Tweedie1950.1	Tweedie	1950	Uca rhizophorae	Tweedie_Uca_rhizophorae	png	rhizophorae	This drawing from Tweedie (1950) accompanies the type description of {{rhizophorae}}.
science	Tweedie1950.1	Tweedie	1950	Uca rhizophorae	Tweedie_Uca_rhizophorae2	png	rhizophorae	This drawing from Tweedie (1950) accompanies the type description of {{rhizophorae}}. It is a male pleopod.
science	Capart1951	Capart	1951	Uca tangeri	Capart_Uca_tangeri	png	tangeri	This drawing from Capart (1951).
science	Chhapgar1957	Chhapgar	1957	Gelasimus marionis nitidus	Chhapgar_Gelasimus_marionis_nitidus	jpg	hesperiae	This drawing is from Chhapgar (1957). He labeled it <em class="species">Gelasimus marionis nitidus,</em> which today we call {{hesperiae}}.
science	Chhapgar1957	Chhapgar	1957	Gelasimus annulipes	Chhapgar_Gelasimus_annulipes	jpg	annulipes	This drawing is from Chhapgar (1957). He labeled it <em class="species">Gelasimus annulipes.</em>
science	Gordon1958	Gordon	1958	Uca annulipes	Gordon_Uca_annulipes1	png	occidentalis	This drawing is from Gordon (1958). It is one of three drawings where she was illustrating waving display of {{annulipes}}.
science	Gordon1958	Gordon	1958	Uca annulipes	Gordon_Uca_annulipes2	png	occidentalis	This drawing is from Gordon (1958). It is one of three drawings where she was illustrating waving display of {{annulipes}}.
science	Gordon1958	Gordon	1958	Uca annulipes	Gordon_Uca_annulipes3	png	occidentalis	This drawing is from Gordon (1958). It is one of three drawings where she was illustrating waving display of {{annulipes}}.
science	Holthuis1959.1	Holthuis	1959	Uca rapax	Holthuis_Uca_rapax	png	rapax	This drawing is from Holthuis (1959). He labeled it <em class="species">Uca rapax.</em>
science	Holthuis1959.1	Holthuis	1959	Uca vocator	Holthuis_Uca_vocator	png	vocator	This drawing is from Holthuis (1959). He labeled it <em class="species">Uca vocator.</em>
science	Holthuis1959.1	Holthuis	1959	Uca vocator	Holthuis_Uca_vocator2	png	vocator	This drawing is from Holthuis (1959). He labeled it as the 2nd (right) and 5th (left) pereiopods (1st and 4th walking legs) of a male <em class="species">Uca vocator.</em>
science	Holthuis1959.1	Holthuis	1959	Uca vocator	Holthuis_Uca_vocator3	png	vocator	This drawing is from Holthuis (1959). He labeled it as the 2nd (right) and 5th (left) pereiopods (1st and 4th walking legs) of a female <em class="species">Uca vocator.</em>
science	Holthuis1959.1	Holthuis	1959	Uca cumulanta	Holthuis_Uca_cumulanta	png	cumulanta	This drawing is from Holthuis (1959). He labeled it a male pleopod of <em class="species">Uca cumulanta.</em>
science	Holthuis1959.1	Holthuis	1959	Uca thayeri	Holthuis_Uca_thayeri	png	thayeri	This drawing is from Holthuis (1959). He labeled it a male pleopod of <em class="species">Uca thayeri</em>.
science	Monod1959	Monod	1959	Uca tangeri var. matandensis	Monod_Uca_tangeri_matandensis	png	tangeri	This drawing is from Monod (1959). He labeled it the spoon-tipped setae of <em class="species">Uca tangeri</em> var. <em class="species">matandensis.</em>
science	Monod1959	Monod	1959	Uca tangeri	Monod_Uca_tangeri	png	tangeri	This drawing is from Monod (1959). He labeled it the spoon-tipped setae of {{tangeri}}.
science	Green1961	Green	1961	Uca pugilator	Green_Uca_pugilator	png	pugilator	This drawing is from Green (1961). He labeled it {{pugilator}}.
science	Forest1961	Forest &amp; Guinot	1961	Uca gaimardi	Forest_Uca_gaimardi2	png	crassipes	This drawing is from Forest &amp; Guinot (1961). They labeled it as major chelipeds of different sized <em class="species">Uca gaimardi.</em>
science	Forest1961	Forest &amp; Guinot	1961	Uca gaimardi	Forest_Uca_gaimardi	png	crassipes	This drawing is from Forest &amp; Guinot (1961). They labeled it male pleopod of <em class="species">Uca gaimardi.</em>
science	Forest1961	Forest &amp; Guinot	1961	Uca gaimardi	Forest_Uca_gaimardi3	png	crassipes	This drawing is from Forest &amp; Guinot (1961). They labeled it the 4th walking leg of <em class="species">Uca gaimardi.</em>
science	Forest1961	Forest &amp; Guinot	1961	Uca annulipes	Forest_Uca_annulipes2	png	annulipes	This drawing is from Forest &amp; Guinot (1961). They labeled it as a major cheliped of <em class="species">Uca annulipes</em>.
science	Forest1961	Forest &amp; Guinot	1961	Uca annulipes	Forest_Uca_annulipes	png	annulipes	This drawing is from Forest &amp; Guinot (1961). They labeled it male pleopod of <em class="species">Uca annulipes</em>.
science	Forest1961	Forest &amp; Guinot	1961	Uca annulipes	Forest_Uca_annulipes3	png	annulipes	This drawing is from Forest &amp; Guinot (1961). They labeled it the 4th walking leg of <em class="species">Uca annulipes</em>.
science	Forest1961	Forest &amp; Guinot	1961	Uca chlorophthalmus	Forest_Uca_chlorophthalmus2	png	chlorophthalmus	This drawing is from Forest &amp; Guinot (1961). They labeled it as major chelipeds of different sized <em class="species">Uca chlorophthalmus.</em>
science	Forest1961	Forest &amp; Guinot	1961	Uca chlorophthalmus	Forest_Uca_chlorophthalmus	png	chlorophthalmus	This drawing is from Forest &amp; Guinot (1961). They labeled it male pleopod of <em class="species">Uca chlorophthalmus.</em>
science	Forest1961	Forest &amp; Guinot	1961	Uca chlorophthalmus	Forest_Uca_chlorophthalmus3	png	chlorophthalmus	This drawing is from Forest &amp; Guinot (1961). They labeled it the 4th walking leg of <em class="species">Uca chlorophthalmus.</em>
science	Crosnier1965	Crosnier	1965	Uca annulipes	Crosnier_Uca_annulipes1	png	occidentalis	This drawing is from Crosnier (1965). He labeled it the carapace of <em class="species">Uca annulipes</em>.
science	Crosnier1965	Crosnier	1965	Uca annulipes	Crosnier_Uca_annulipes2	png	occidentalis	This drawing is from Crosnier (1965). He labeled it a major claw of <em class="species">Uca annulipes</em>.
science	Crosnier1965	Crosnier	1965	Uca annulipes	Crosnier_Uca_annulipes3	png	occidentalis	This drawing is from Crosnier (1965). He labeled it the gonopods of <em class="species">Uca annulipes</em>.
science	Crosnier1965	Crosnier	1965	Uca gaimardi	Crosnier_Uca_gaimardi1	png	chlorophthalmus	This drawing is from Crosnier (1965). He labeled it the carapace of <em class="species">Uca gaimardi.</em>
science	Crosnier1965	Crosnier	1965	Uca gaimardi	Crosnier_Uca_gaimardi2	png	chlorophthalmus	This drawing is from Crosnier (1965). He labeled it a major claw of <em class="species">Uca gaimardi.</em>
science	Crosnier1965	Crosnier	1965	Uca gaimardi	Crosnier_Uca_gaimardi3	png	chlorophthalmus	This drawing is from Crosnier (1965). He labeled it the gonopods of <em class="species">Uca gaimardi.</em>
science	Crosnier1965	Crosnier	1965	Uca inversa	Crosnier_Uca_inversa1	png	inversa	This drawing is from Crosnier (1965). He labeled it the carapace of <em class="species">Uca inversa.</em>
science	Crosnier1965	Crosnier	1965	Uca inversa	Crosnier_Uca_inversa2	png	inversa	This drawing is from Crosnier (1965). He labeled it a major claw of <em class="species">Uca inversa.</em>
science	Crosnier1965	Crosnier	1965	Uca inversa	Crosnier_Uca_inversa3	png	inversa	This drawing is from Crosnier (1965). He labeled it the gonopods of <em class="species">Uca inversa.</em>
science	Crosnier1965	Crosnier	1965	Uca tetragonon	Crosnier_Uca_tetragonon1	png	tetragonon	This drawing is from Crosnier (1965). He labeled it the carapace of <em class="species">Uca tetragonon</em>.
science	Crosnier1965	Crosnier	1965	Uca tetragonon	Crosnier_Uca_tetragonon2	png	tetragonon	This drawing is from Crosnier (1965). He labeled it a major claw of <em class="species">Uca tetragonon</em>.
science	Crosnier1965	Crosnier	1965	Uca tetragonon	Crosnier_Uca_tetragonon3	png	tetragonon	This drawing is from Crosnier (1965). He labeled it the gonopods of <em class="species">Uca tetragonon</em>.
science	Crosnier1965	Crosnier	1965	Uca urvillei	Crosnier_Uca_urvillei1	png	urvillei	This drawing is from Crosnier (1965). He labeled it the carapace of <em class="species">Uca urvillei</em>.
science	Crosnier1965	Crosnier	1965	Uca urvillei	Crosnier_Uca_urvillei2	png	urvillei	This drawing is from Crosnier (1965). He labeled it a major claw of <em class="species">Uca urvillei</em>.
science	Crosnier1965	Crosnier	1965	Uca urvillei	Crosnier_Uca_urvillei3	png	urvillei	This drawing is from Crosnier (1965). He labeled it the gonopods of <em class="species">Uca urvillei</em>.
science	Crosnier1965	Crosnier	1965	Uca marionis	Crosnier_Uca_marionis1	png	hesperiae	This drawing is from Crosnier (1965). He labeled it the carapace of <em class="species">Uca marionis.</em>
science	Crosnier1965	Crosnier	1965	Uca marionis	Crosnier_Uca_marionis2	png	hesperiae	This drawing is from Crosnier (1965). He labeled it a major claw of <em class="species">Uca marionis.</em>
science	Crosnier1965	Crosnier	1965	Uca marionis	Crosnier_Uca_marionis3	png	hesperiae	This drawing is from Crosnier (1965). He labeled it the gonopods of <em class="species">Uca marionis.</em>
science	Crosnier1965	Crosnier	1965	Uca marionis forme excisa	Crosnier_Uca_marionis_excisa	png	hesperiae	This drawing is from Crosnier (1965). He labeled it a major claw of <em class="species">Uca marionis</em> forme <em class="species">excisa.</em>
science	Williams1965	Williams	1965	Uca minax	Williams_Uca_minax	png	minax	This drawing is from Williams (1965).
science	Williams1965	Williams	1965	Uca pugnax	Williams_Uca_pugnax	png	pugnax	This drawing is from Williams (1965).
science	Williams1965	Williams	1965	Uca pugilator	Williams_Uca_pugilator	png	pugilator	This drawing is from Williams (1965).
science	Crane1966.1	Crane	1966	Uca	Crane_Uca1	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of combat in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca2	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of combat in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca3	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of combat in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca4	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of an agressive posture in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca5	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a submissive posture in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca6	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a feeding position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca7	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a vertical display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca8	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a lateral display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca9	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a lateral display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca10	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a fiddler crab, emphasizing morphological specialization for combat, in particular the raised ridge on the inside of the major claw.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca11	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a fiddler crab, emphasizing morphological specialization for combat, in particular the heavy tuberculation on the outside of the major claw.
science	Crane1966.1	Crane	1966	Uca	Crane_Uca12	png	n/a	This drawing is from Crane (1966). It is a semidiagrammatic figure of a fiddler crab, emphasizing morphological specialization for combat, in particular the triangular pit near the base of the pollex, surrounded by tuberculate ridges.
science	Macnae1968	Macnae	1968	Uca dussumieri	Macnae_Uca_dussumieri	png	dussumieri	This drawing is from Macnae (1968). He labeled it <em class="species">Uca dussumieri</em>.
science	Macnae1968	Macnae	1968	Uca lactea	Macnae_Uca_lactea	png	lactea	This drawing is from Macnae (1968). He labeled it <em class="species">Uca lactea,</em> although it could be a related species such as {{annulipes}} or {{perplexa}}.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca longisignalis	Salmon_Uca_longisignalis1	png	longisignalis	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{longisignalis}}.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca longisignalis	Salmon_Uca_longisignalis2	png	longisignalis	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{longisignalis}}.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca longisignalis	Salmon_Uca_longisignalis3	png	longisignalis	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{longisignalis}}, showing the inner and outer surface of the major claw.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca longisignalis	Salmon_Uca_longisignalis4	png	longisignalis	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{longisignalis}}, showing the inner and outer surface of the minor claw.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca longisignalis	Salmon_Uca_longisignalis5	png	longisignalis	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{longisignalis}}, illustrating the second maxiliped.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca longisignalis	Salmon_Uca_longisignalis6	png	longisignalis	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{longisignalis}}, illustrating a spoon-tipped setae from the second maxiliped.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca longisignalis	Salmon_Uca_longisignalis7	png	longisignalis	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{longisignalis}}, illustrating the male gonopod.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca virens	Salmon_Uca_virens1	png	virens	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{virens}}.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca virens	Salmon_Uca_virens2	png	virens	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{virens}}.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca virens	Salmon_Uca_virens3	png	virens	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{virens}}, showing the inner and outer surface of the major claw.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca virens	Salmon_Uca_virens4	png	virens	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{virens}}, showing the inner and outer surface of the minor claw.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca virens	Salmon_Uca_virens5	png	virens	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{virens}}, illustrating the second maxiliped.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca virens	Salmon_Uca_virens6	png	virens	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{virens}}, illustrating a spoon-tipped setae from the second maxiliped.
science	Salmon1968.1	Salmon &amp; Atsaides	1968	Uca virens	Salmon_Uca_virens7	png	virens	This drawing is from Salmon &amp; Atsaides (1968). It is the one of the images accompanying the type description of {{virens}}, illustrating the male gonopod.
science	Hinton1969	Hinton	1969	Uca crenulata	Hinton_Uca_crenulata	png	crenulata	This drawing is from Hinton (1969).
science	Chace1969	Chace &amp; Hobbs	1969	Uca burgersi	Chace_Uca_burgersi1	png	burgersi	This drawing is from Chace &amp; Hobbs (1969).
science	Chace1969	Chace &amp; Hobbs	1969	Uca burgersi	Chace_Uca_burgersi2	png	burgersi	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a male gonopod. In most views the tip has been denuded of hairs.
science	Chace1969	Chace &amp; Hobbs	1969	Uca major	Chace_Uca_major1	png	major	This drawing is from Chace &amp; Hobbs (1969).
science	Chace1969	Chace &amp; Hobbs	1969	Uca major	Chace_Uca_major2	png	major	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a denuded male gonopod.
science	Chace1969	Chace &amp; Hobbs	1969	Uca vocator	Chace_Uca_vocator1	png	vocator	This drawing is from Chace &amp; Hobbs (1969).
science	Chace1969	Chace &amp; Hobbs	1969	Uca vocator	Chace_Uca_vocator2	png	vocator	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a male gonopod. In most views the tip has been denuded of hairs.
science	Chace1969	Chace &amp; Hobbs	1969	Uca cumulanta	Chace_Uca_cumulanta	png	cumulanta	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a denuded male gonopod.
science	Chace1969	Chace &amp; Hobbs	1969	Uca leptodactyla	Chace_Uca_leptodactyla	png	leptodactyla	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a denuded male gonopod.
science	Chace1969	Chace &amp; Hobbs	1969	Uca rapax	Chace_Uca_rapax	png	rapax	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a denuded male gonopod.
science	Chace1969	Chace &amp; Hobbs	1969	Uca speciosa	Chace_Uca_speciosa	png	speciosa	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a denuded male gonopod.
science	Chace1969	Chace &amp; Hobbs	1969	Uca thayeri	Chace_Uca_thayeri	png	thayeri	This drawing is from Chace &amp; Hobbs (1969). It shows different views of a denuded male gonopod.
science	Kurata1970	Kurata	1970	Uca pugilator	Kurata_Uca_pugilator	png	pugilator	This drawing is from Kurata (1970). It shows different views of a stage 1 zoea of {{pugilator}}.
science	Kurata1970	Kurata	1970	Uca minax	Kurata_Uca_minax	png	minax	This drawing is from Kurata (1970). It shows different views of a stage 1 zoea of {{minax}}.
science	Kurata1970	Kurata	1970	Uca pugnax	Kurata_Uca_pugnax1	png	pugnax	This drawing is from Kurata (1970). It shows different views of a stage 1 zoea of {{pugnax}}.
science	Kurata1970	Kurata	1970	Uca pugnax	Kurata_Uca_pugnax2	png	pugnax	This drawing is from Kurata (1970). It shows different views of a stage 5 zoea of {{pugnax}}.
science	Kurata1970	Kurata	1970	Uca pugnax	Kurata_Uca_pugnax3	png	pugnax	This drawing is from Kurata (1970). It shows a megalopa of {{pugnax}}.
science	Kurata1970	Kurata	1970	Uca pugnax	Kurata_Uca_pugnax4	png	pugnax	This drawing is from Kurata (1970). It shows the carapace of a very young {{pugnax}}.
science	Bott1973.2	Bott	1973	Mesuca paradussumieri	Bott_Mesuca_paradussumieri	png	paradussumieri	This drawing is from Bott (1973). It shows the gonopod of {{paradussumieri}}.
science	Bott1973.2	Bott	1973	Mesuca dussumieri	Bott_Mesuca_dussumieri	png	dussumieri	This drawing is from Bott (1973). It shows the gonopod of {{dussumieri}}.
science	Bott1973.2	Bott	1973	Mesuca rosea	Bott_Mesuca_rosea	png	rosea	This drawing is from Bott (1973). It shows the gonopod of {{rosea}}.
science	Bott1973.2	Bott	1973	Mesuca neocultrimana	Bott_Mesuca_neocultrimana	png	excisa	This drawing is from Bott (1973). It shows the gonopod of {{excisa}}.
science	Bott1973.2	Bott	1973	Mesuca rhizophorae	Bott_Mesuca_rhizophorae	png	rhizophorae	This drawing is from Bott (1973). It shows the gonopod of {{rhizophorae}}.
science	Bott1973.2	Bott	1973	Mesuca brevipes	Bott_Mesuca_brevipes	png	arcuata	This drawing is from Bott (1973). It shows the gonopod of <em class="species">Mesuca brevipes,</em> which is actually {{arcuata}}.
science	Bott1973.2	Bott	1973	Mesuca coarctata	Bott_Mesuca_coarctata	png	coarctata	This drawing is from Bott (1973). It shows the gonopod of {{coarctata}}.
science	Bott1973.2	Bott	1973	Mesuca tetragonon	Bott_Mesuca_tetragonon	png	tetragonon	This drawing is from Bott (1973). It shows the gonopod of {{tetragonon}}.
science	Bott1973.2	Bott	1973	Uca marionis	Bott_Uca_marionis	png	vocans	This drawing is from Bott (1973). It shows the gonopod of <em class="species">Uca marionis,</em> which is actually {{vocans}}. 
science	Bott1973.2	Bott	1973	Uca tangeri	Bott_Uca_tangeri	png	tangeri	This drawing is from Bott (1973). It shows the gonopod of {{tangeri}}.
